Age,Income,Credit_History_Years,Debt_to_Income_Ratio,Employment_Years,Education_Level,Marital_Status,Number_of_Dependents,Outstanding_Debt,Home_Ownership,Number_of_Credit_Cards,Monthly_Expenses,Employment_Status,Previous_Defaults,Credit_Limit,Loan_Amount,Loan_Term_Months,Credit_Score
28,78051,11.968133126182378,0.23727627838375265,11,3,1,1,28234,0,7,9353,0,0,12872,13953,45,506
65,120701,5.078150320178349,0.04655959882419569,28,4,1,0,32219,1,5,3215,3,0,35105,13436,107,333
33,84595,15.320082073097016,0.11059645666896001,7,2,1,0,32679,2,3,4257,2,2,28648,42355,83,601
50,98210,12.500041497602849,0.5323791375175054,37,4,1,4,45070,2,2,8763,1,1,46604,21414,85,632
26,63094,6.5748466121389555,0.03725618994103441,19,1,1,4,2333,1,6,9165,3,2,32675,10828,90,535
23,128850,21.62256654832903,0.18138104770037955,34,2,0,0,3094,2,5,7812,3,1,21998,47163,68,321
33,107889,18.938679369981926,0.2327401473908277,38,4,0,3,21259,1,8,6375,2,1,17901,8461,72,397
46,115385,2.989848406663217,0.6553388051372216,30,1,1,3,27126,0,1,3515,1,0,26002,46262,101,804
20,24535,27.761601429760276,0.46882052444823186,15,3,0,2,25179,2,5,5468,2,1,34197,27544,100,682
37,76035,16.754098971902074,0.4584125230554583,22,1,0,0,41822,1,9,5058,2,1,6692,15286,106,421
53,142815,7.506134611906255,0.7684325542576245,33,3,0,3,28317,2,0,6381,1,0,49217,23550,88,516
36,67367,6.188754452170905,0.45672141207433514,31,4,0,1,24698,2,3,1518,1,0,5068,17334,82,576
43,127472,4.078439441166046,0.3484887429180463,16,1,1,0,6758,2,3,2125,0,0,38630,21090,71,425
20,37118,12.739122191710523,0.9624510456043328,23,2,1,3,34063,0,8,7051,1,0,23966,30673,69,559
36,79812,4.066230392725103,0.008293309437857,34,1,0,4,25757,0,8,1477,2,1,32514,33187,109,653
37,79884,12.474492377856786,0.30539300007538384,22,3,1,1,35395,2,7,9213,3,1,7175,12592,29,346
49,86168,4.46311284702353,0.609392716379723,7,4,1,2,40224,0,7,8465,0,1,41928,13247,13,432
24,33280,19.70422564571668,0.7828092360528053,22,2,1,3,46747,0,4,8763,0,1,7158,22146,113,763
69,34746,23.55726065059075,0.8164129547585642,20,2,1,4,47572,2,2,6407,0,2,20874,27854,23,532
58,122572,16.48568242568276,0.04607313185517248,18,4,1,1,1742,2,9,4717,0,1,8247,21519,12,432
50,73251,20.40170624564692,0.7091320555575878,30,4,0,1,5657,2,4,2643,2,1,11654,19115,114,329
57,104821,28.151362112521827,0.720253643471817,6,1,1,2,24188,1,9,8836,1,2,48840,22312,79,485
56,103583,19.151145887118236,0.21407942145626813,23,1,1,4,37389,0,6,7048,2,2,27900,11464,103,525
35,133625,10.924745945516479,0.11277502847009202,7,2,1,3,22158,1,7,6504,2,2,47519,43430,82,603
57,30207,13.484404760247466,0.7496861576953021,12,1,0,0,2063,1,7,6063,1,2,49154,46419,35,629
18,91127,25.81575678216111,0.24950000623727808,2,3,0,1,35108,1,1,8500,0,2,6096,19004,72,305
28,47757,3.921609568502892,0.0016738040836772328,33,3,1,3,30970,0,6,4236,2,1,6000,14047,51,672
45,36226,9.77211067351298,0.22357260357686104,12,1,1,0,30474,2,3,9041,0,0,19855,43381,41,411
42,115268,17.318402069114523,0.031068008816312553,31,2,0,3,29450,0,3,4186,3,1,35907,6202,63,461
67,81407,20.291687082253034,0.24918668669412858,34,1,1,3,4256,2,8,9937,1,1,31649,26642,33,548
40,47206,22.90497226295116,0.33501958233182094,20,4,0,1,36097,1,6,9540,0,0,27323,27434,71,380
48,40256,9.546203879882615,0.2714001595379515,0,4,1,1,44094,1,4,3472,1,1,14407,25323,33,842
47,53822,4.375774020274509,0.9199370671792445,1,2,1,3,22402,1,4,2881,0,1,33981,29243,119,577
59,61340,28.645176290296792,0.23253294738528463,25,2,1,3,16153,1,6,9807,3,0,5067,31563,103,628
52,131883,2.2917665139611842,0.4675348227781013,2,4,1,2,49953,1,8,9361,1,1,24189,42798,31,573
24,72234,2.874160673606563,0.957427593844047,23,4,0,0,7603,2,5,7743,3,0,19842,43723,64,576
33,63351,14.848276257059066,0.8791994913702221,25,3,1,4,13148,1,9,2154,3,1,16274,36670,84,369
43,126311,24.57813084430795,0.30925847453276134,7,1,0,4,8433,1,6,1012,3,2,9858,37446,39,407
65,68671,23.235123190659802,0.32649029495746873,36,2,0,2,34247,2,3,9640,1,0,11852,10748,16,803
69,95320,28.130977985822756,0.5933294025094498,7,4,0,3,48330,0,8,1225,3,1,17490,5003,97,840
66,122565,4.248077268389652,0.9178628507542299,17,2,0,3,18803,1,7,8798,1,2,47188,10806,55,402
19,145627,11.271817711873082,0.009999795455803318,17,4,0,2,8797,2,8,8967,0,1,30528,9155,57,729
18,55157,8.464263861651302,0.3931197921851812,11,2,1,4,32757,1,4,4649,2,1,27741,48447,34,687
65,39937,25.826103706640158,0.8497754863622239,35,2,0,1,14822,2,0,6012,3,1,40355,25872,21,427
29,74290,14.650638608436012,0.4104699783867759,39,3,0,1,5296,0,7,6518,0,0,15333,22007,18,845
22,66707,0.8054380324699906,0.7200548752199392,1,3,1,3,25902,1,7,3446,3,2,47567,9971,115,471
54,31219,21.238932205151897,0.6919249024122023,19,3,0,0,1940,1,6,4436,0,2,40404,16341,45,665
49,29399,11.660942934798078,0.20545870963036728,2,3,0,4,3270,0,6,4336,0,1,37719,39499,105,357
26,146733,15.934402901130369,0.4495945043669832,39,3,1,0,25811,0,4,3123,0,0,30920,44075,57,744
58,118848,26.81362281029994,0.566186712812672,33,4,0,3,11580,0,7,9774,3,2,29658,44126,62,678
52,47657,7.70213323898435,0.7154629352440898,5,1,0,4,40304,2,2,4860,2,2,13743,43163,30,693
36,40047,7.207940268365314,0.8223896315750853,39,4,1,1,12018,1,4,3952,2,0,14369,36409,26,824
65,120543,7.89577512540268,0.7599332111694933,9,1,0,1,26509,2,9,6377,1,2,20817,23049,111,584
33,96095,10.143239737791081,0.02831146738523016,23,3,0,0,26116,0,9,2335,2,1,34460,32603,118,478
20,105693,3.220619239382989,0.6706378416016654,17,2,1,4,37431,1,8,9172,3,1,29128,31476,114,473
37,120931,20.916589824257684,0.49731546385567316,32,2,1,3,48567,0,7,1884,1,0,12293,26221,104,706
41,92154,6.221961534874096,0.5738617358535868,38,1,0,2,30091,0,8,8630,3,2,21680,19425,110,834
50,64891,27.784372418117574,0.37296621274587693,6,1,1,2,49345,2,7,9290,3,2,13148,47325,77,407
41,26780,6.470589417296121,0.7140262145869054,28,4,0,2,27161,2,5,2221,3,1,44186,36630,115,806
69,47050,7.669260879263254,0.6738885121191333,18,1,0,3,1505,1,6,2466,2,2,36906,16908,56,753
28,93551,8.91060686432449,0.5794864814563655,37,4,1,2,15332,2,5,7982,1,2,41563,13749,36,510
66,88666,23.05614291034248,0.8616055325893146,38,3,0,0,21779,1,1,8554,0,2,13809,15052,46,452
25,113619,12.828194623260893,0.1019000248916394,24,2,1,1,10945,0,0,4233,3,0,22654,13569,19,473
53,102016,24.58003872091856,0.30102327592028366,16,2,1,2,30114,1,0,3524,2,0,42589,43950,111,753
55,133135,23.545611370673655,0.49513041520282786,36,4,1,1,44366,0,6,9838,1,0,31785,15807,30,807
57,73010,27.884712683023995,0.9586048112995355,2,1,1,0,39730,2,7,6994,2,2,12209,46735,80,345
37,121012,22.698124653121642,0.0719633862818192,23,4,1,4,49903,0,0,2418,3,2,47469,29072,106,715
52,58165,1.5573350900718852,0.3370774899848371,17,1,0,4,45325,2,0,2854,2,2,10933,49015,49,832
65,31528,25.11843821097175,0.9258905537259499,25,1,0,3,48438,1,6,6372,0,0,26498,26887,18,645
42,140840,28.142177901162338,0.8979475674491633,20,1,0,1,44912,1,4,4522,3,2,36132,21599,103,386
52,69608,29.810675776490072,0.8652455707076023,10,4,1,3,17204,1,8,3743,2,2,5339,7492,52,755
42,25914,3.758027823973954,0.30839045600138393,16,3,1,2,22197,0,8,9806,2,1,9377,14255,23,623
46,57136,18.39819807979604,0.8468357797510054,37,2,1,3,9205,2,6,9618,0,1,24358,28955,62,315
35,31179,5.983759976524782,0.5053394118959187,20,4,1,0,10686,1,6,8607,3,1,19788,36563,56,383
63,106008,7.875289227377969,0.6197788440423624,3,3,1,3,19165,0,1,7123,2,2,15920,7611,44,486
35,32076,22.367530146685738,0.2388249054608691,31,2,0,2,38042,0,1,6932,0,1,22475,11966,13,339
19,143911,29.330031530971812,0.7066738889191011,17,4,1,2,25089,0,9,2723,1,0,36454,23942,90,346
52,44783,17.845665043890687,0.32769710425563925,27,4,1,0,47572,1,0,3075,2,1,6957,32467,88,414
33,136625,25.51753409466742,0.3438804261206515,35,3,1,1,14195,0,6,9806,0,1,6402,47906,16,586
58,66716,0.26651411486483756,0.6368171760935755,36,4,0,4,46157,2,4,6235,3,1,38082,35105,114,499
53,70298,1.0989491954885777,0.2398319221740709,25,2,0,0,40404,2,0,2759,3,0,7853,31166,61,840
50,74304,17.901730119775902,0.2244387232458166,23,3,0,4,27926,1,6,3559,2,0,40421,26352,55,433
21,99360,11.669493048013175,0.3691629425960775,9,4,1,0,23202,0,6,6410,0,1,5072,43629,22,822
50,89835,26.692734449194617,0.7780636250592335,37,2,1,0,8509,1,9,1041,3,0,9579,8036,53,363
31,149541,9.059457392572012,0.22468204906314926,7,4,1,3,4423,0,2,3276,0,2,16169,11591,79,683
38,132424,12.961530825121423,0.787318390553653,1,3,0,3,34874,1,2,2723,3,0,43168,12214,44,708
65,28118,15.837275934947046,0.69560527716475,34,4,1,3,10187,1,3,2945,3,1,43071,34311,92,468
37,96292,8.191164986587426,0.6790798804701494,20,2,1,0,40639,2,6,1144,1,0,9378,29012,76,777
25,143322,27.25484602359883,0.47475567371341054,26,1,0,3,20315,0,6,1752,3,1,48745,47687,42,679
24,76911,13.936007539742914,0.7458878333593512,22,4,0,0,33704,2,7,9136,2,1,21109,18852,24,333
20,93489,12.724668273570508,0.013519520103879024,31,4,0,3,27552,2,8,8046,2,0,40410,12048,103,798
34,123088,25.49259146802998,0.3056072581654219,25,2,0,4,45280,0,4,8232,0,2,8381,17602,115,610
50,35185,9.359352049436954,0.6791374638238145,6,2,0,1,48776,1,9,8295,3,2,14721,27749,46,681
65,61792,24.52396033532883,0.9872954242652827,32,3,0,3,4477,0,7,6683,1,0,26368,32143,45,331
29,100210,3.668185581640484,0.0025143410842759506,16,1,0,2,2382,0,0,5327,2,1,47809,11602,61,409
68,70613,5.483656000946989,0.5099722650337079,7,3,0,1,36681,2,1,5807,2,1,9443,23993,112,670
39,130012,28.52524998515204,0.9238364290370243,16,2,1,2,42288,2,7,3937,0,2,33648,23312,103,788
39,53927,25.27342472423124,0.8635393848166737,17,2,0,1,45825,0,7,4255,2,0,48157,20194,84,705
63,20386,11.636967043692188,0.023136194754421413,35,2,1,3,12418,0,8,7462,1,0,17774,13716,73,525
47,112153,19.153693461510883,0.5295581273506852,38,2,0,4,14537,1,6,9271,3,1,15531,47280,21,668
55,92728,28.289105682928675,0.004287101416933559,22,3,1,3,786,2,7,3930,2,1,48804,5493,20,843
55,96281,6.355767085922528,0.7895749482323755,11,1,1,0,37608,2,1,9121,2,2,36588,41234,20,742
62,50020,1.7703141066900197,0.3088748420893458,22,2,1,2,41634,2,7,7367,0,0,10477,27743,47,612
68,62678,16.12404193515916,0.7655906619152886,32,3,1,1,9448,0,2,2453,0,1,6154,30845,74,820
25,106695,4.277906359907798,0.9447933417035719,27,3,0,4,12213,0,9,9021,1,2,31734,40891,47,406
44,81394,5.619572781341255,0.9760850541551483,22,3,0,2,1018,1,3,1538,2,1,46700,30328,51,817
44,88945,26.746175691947382,0.8941111808781395,6,3,1,4,12936,2,6,6989,0,0,22764,38116,49,387
51,135377,0.2221037593467401,0.20414345317496618,1,3,1,2,17630,2,6,9875,3,2,9431,38176,32,824
38,141716,24.504600793916055,0.1946001699279969,0,2,0,3,13661,1,5,7109,3,1,46304,16548,106,825
47,76414,15.508523290068227,0.6257804328862278,3,2,0,0,3300,1,0,6152,1,2,43480,37135,93,757
50,74816,16.77883162935901,0.5440536822479758,7,1,0,2,41905,1,8,2148,1,1,14226,19764,109,536
45,75918,20.153038813690873,0.009534607801348849,28,1,1,4,22539,2,2,5789,2,2,22026,34193,24,568
64,111281,12.94334976924031,0.3917273511513292,17,1,1,3,8410,2,9,7149,1,2,32556,43458,47,803
50,131484,3.4683566457724426,0.9066910055171753,36,1,0,1,852,2,3,3814,3,2,13535,12703,101,503
22,135640,3.084606714144714,0.8983590189198619,30,4,0,1,20784,2,1,7203,2,0,40324,46450,75,613
65,82694,22.630865975518276,0.20390688409603486,5,3,1,3,36597,1,4,4517,3,0,49846,32210,50,520
36,49455,6.631054298018547,0.38196306915726075,23,3,0,1,36749,1,5,9651,0,0,39648,29881,63,567
21,124446,0.8430505085293261,0.5603660109960826,14,3,0,4,16566,1,5,9485,2,2,33080,32890,72,403
52,58735,29.388416672968233,0.8527842650922244,39,4,0,0,23948,2,0,6518,3,0,5151,16805,112,586
66,114702,29.4117455808208,0.5319944392413483,11,3,1,3,45570,1,3,2182,3,2,39615,35849,69,536
34,125509,11.344240120313396,0.9681998124630349,13,3,1,0,28887,2,9,8281,1,0,32729,18729,36,797
61,113608,0.7657153367133962,0.799052137987888,26,3,0,0,1247,1,3,5079,2,2,27346,6642,57,650
45,134310,21.81793975778249,0.953091872978622,36,3,1,3,17271,1,2,5938,0,1,19427,25366,46,668
47,32109,24.930361814570077,0.7314922183763433,12,3,0,2,1607,0,6,8165,0,0,17779,43660,71,553
46,65802,3.7504107034742926,0.8776241393625299,37,1,1,4,14690,2,3,7600,1,1,19401,20266,19,684
63,88020,4.063758447277088,0.8310037923778495,37,4,0,3,8854,2,6,9847,0,0,28172,13362,110,312
23,54622,24.66671999090372,0.253838481741128,2,2,1,4,40803,0,2,4928,3,1,32784,22402,110,846
52,129935,27.657221661457044,0.22953642345426872,15,1,1,0,34504,0,3,5657,2,0,39736,39170,72,551
58,149368,23.722645100224486,0.8643834254567315,11,4,1,0,48934,2,2,6823,2,1,33964,8421,26,440
54,137919,6.022348475085887,0.08467773752032293,13,3,0,2,29497,0,3,1632,0,0,9949,16655,104,605
41,22597,12.345636583026629,0.40856360469973185,33,4,0,0,12817,2,9,5070,3,2,38812,21134,95,334
46,60597,18.025272775977424,0.8206577702855591,30,3,1,3,624,0,3,7284,1,0,46249,40322,107,371
66,60954,4.808804214624861,0.8132393318411736,38,3,0,4,6325,2,3,7109,1,0,47993,9683,102,694
63,89519,6.318074778975249,0.13878281068026954,4,4,0,2,6942,0,2,8675,0,2,46316,39365,118,782
48,76115,8.48658216205665,0.4877098008572094,11,2,1,3,10559,2,5,3013,3,1,26738,36378,49,765
52,124988,15.285398108725094,0.47983240272513084,25,3,0,4,37924,1,4,4645,1,0,36842,10286,64,406
50,63151,15.324146615326427,0.32372145243921846,16,3,1,4,21614,0,5,1208,2,0,42094,23560,52,442
69,145515,24.42883558042658,0.9171811450643367,10,1,0,1,14305,1,6,7670,1,2,16030,34277,24,747
38,37040,22.590306020628766,0.6531176120057318,32,4,1,1,22254,0,3,3225,1,1,8916,37620,66,595
49,64772,27.41207025329826,0.9801874898443705,39,4,1,3,23144,0,8,9543,0,2,17590,5246,56,322
40,142431,24.987051684737892,0.06676621082675882,3,4,1,2,38725,2,0,9151,0,1,12275,11295,80,314
50,116090,7.61632644916964,0.3943501729109318,31,1,0,4,2915,2,7,6314,3,1,24000,37680,66,792
20,83832,9.938903079119996,0.8351375620988106,30,4,1,4,49357,2,1,5467,2,1,33962,25471,42,650
35,47916,15.012697308976012,0.4226856692121592,10,4,1,3,5480,2,2,9876,3,0,42510,31474,23,385
42,64871,0.4281340369093378,0.2618780270433242,16,3,1,2,16736,0,1,8444,0,0,46800,24803,51,311
59,141527,27.117060188511644,0.9978075443171072,26,2,1,0,35698,2,9,8563,0,0,12658,26514,30,645
48,46372,1.3303263768701767,0.8731248897023138,7,2,0,2,22313,0,5,3147,1,2,49011,12911,32,501
20,81707,9.67323812449909,0.5464736612994485,20,1,0,0,41841,2,4,7507,3,0,28453,40076,114,631
57,59080,17.0752437358922,0.5617092362466075,32,4,1,4,40914,0,6,2620,2,2,31246,23921,52,570
63,126242,15.535241658205974,0.006862960587653233,4,1,0,1,9756,1,8,3450,1,1,7341,10751,78,506
41,62722,19.63379678477624,0.9809945808831119,31,2,0,1,372,2,6,2380,1,2,26329,47734,70,704
67,140864,15.82560525882627,0.8062951619074916,24,1,0,3,48581,2,8,5353,3,1,33959,9827,116,646
49,49048,6.870042771091032,0.03672935954462886,7,3,0,2,24194,2,4,2444,0,2,11690,10753,85,840
64,105205,6.032345633816156,0.17633019215915646,26,3,1,2,10385,2,2,6375,3,1,45722,23289,105,487
39,29777,27.217412072264956,0.8210312302974248,25,3,1,0,38812,2,2,5100,0,0,6419,30787,18,735
40,74711,7.919002102067777,0.08686554827196069,39,4,0,3,10803,1,3,9505,1,2,40314,13283,44,662
19,56331,8.429317016385404,0.9417857275095671,28,3,1,2,48500,0,1,4535,2,0,24019,26382,92,309
44,145320,12.388586883010337,0.9998910621506252,8,1,1,3,25641,0,2,1652,2,2,37321,30904,17,531
59,40968,4.1831498144992185,0.8864328095802922,17,3,0,0,7475,2,8,2372,0,0,9684,8880,13,653
19,73969,15.218185332697212,0.7389039893575168,6,4,0,4,36259,1,8,6777,2,1,43992,41515,18,810
43,123345,19.950952851063942,0.48728235116877316,20,3,1,3,29918,2,7,3951,3,1,36951,46301,112,706
34,31292,23.580014762321007,0.08242957634737358,15,3,0,1,20359,2,1,2132,0,2,25947,38582,54,465
57,140870,21.343627255926872,0.7304462318422019,2,4,1,4,30927,2,8,7270,1,0,28490,6481,24,531
50,60794,4.429078922407911,0.39686515402788647,31,4,1,2,18133,2,4,4122,2,2,23410,43055,27,824
26,99459,13.682014349127718,0.5702286311466744,9,3,0,0,44158,0,7,3616,0,0,6160,11039,28,778
60,137932,1.1575860242453528,0.29339047614162816,31,2,0,0,18433,2,5,8722,2,1,13191,34911,19,689
65,70192,0.5339399016284785,0.24215600951474148,7,3,0,1,562,2,1,4113,0,2,40767,49533,110,608
56,47703,13.203912548214019,0.32429695864640495,31,1,0,3,17294,2,0,2524,2,0,21583,32104,70,794
46,104193,7.588814833728871,0.813828023413713,3,4,1,1,42636,2,3,7229,2,2,25800,14484,103,736
59,89165,20.500823846200884,0.4264915401595599,28,3,0,3,34997,1,3,5456,3,0,25273,46444,23,433
43,87650,21.727223604402376,0.3117079119625482,11,2,1,1,41343,1,6,4050,0,0,29278,24014,98,715
52,76516,26.86211173674767,0.4329703972749208,36,3,0,1,7394,0,1,9886,1,2,6783,29467,31,376
67,119981,22.820475406171163,0.032287365946468305,35,1,0,0,15000,1,3,7341,0,0,8470,26785,76,846
42,149858,1.4473236940962508,0.8906042828153832,18,4,0,3,11977,1,9,6802,3,2,44121,18417,16,301
41,121398,11.14869031073303,0.5517615591668783,36,1,0,1,12874,1,0,8995,1,0,7272,42335,85,652
30,111110,8.190700552563664,0.10482622712066514,30,2,0,2,42912,0,6,2704,3,0,36163,41185,66,827
24,117885,11.583973494814837,0.28840693194913525,25,1,0,0,8781,1,2,7874,0,1,31619,41919,104,776
53,42257,4.802269769061047,0.9835527488777746,5,1,1,0,1633,0,7,1333,1,1,31670,17383,59,592
62,120588,2.9311231107178037,0.5930574264039231,28,4,1,0,40085,0,0,5176,1,2,49049,43439,29,471
37,123356,15.62953627525202,0.29140488689984545,16,1,0,0,643,1,0,3243,0,0,23996,12911,50,491
18,141750,21.61143932599183,0.42634566136599417,19,2,0,1,45419,2,8,2484,1,2,16116,11972,83,693
25,103509,21.057327057958286,0.2584747794353349,9,2,0,1,25753,2,4,6301,1,1,41928,37400,18,721
63,111273,13.528329665286815,0.0318042571195396,5,4,0,0,22144,2,3,8040,3,1,46388,41409,32,356
33,71672,15.668369588668384,0.8420300321520541,31,2,1,1,39945,1,3,1232,0,1,10228,5959,12,683
31,83308,15.489861675259242,0.292478641707996,1,2,1,1,14947,2,7,3114,1,1,44839,31679,25,507
29,97583,20.747111333041687,0.8384107388550119,9,2,1,3,28673,1,8,4886,1,0,10199,20970,63,325
68,139336,1.4377552786807224,0.4785570667139234,36,2,1,2,1564,1,6,9536,1,1,20006,10350,86,804
40,42113,21.296883266136717,0.1828946369476272,26,2,1,3,11160,1,7,8787,0,1,13122,36657,44,775
32,20694,17.466027022718624,0.8018686932046586,18,2,0,4,44502,0,1,7528,3,1,26308,43062,26,698
45,142495,5.943261440147226,0.3771114810557945,15,2,0,3,22517,1,9,5365,3,1,19874,8434,61,599
51,35588,1.4717656123879352,0.7077291878066204,19,3,1,2,12668,0,6,6116,0,1,47223,21837,24,593
19,81756,3.2558337167366522,0.8372296690287324,35,2,1,2,29499,0,3,7695,1,0,47892,9747,93,710
49,84085,15.74074024257809,0.9629856563438537,4,4,0,3,7256,1,7,8618,1,2,16634,10478,44,579
40,131359,22.752255902738487,0.08581453258624194,17,3,0,3,25356,0,9,8944,3,2,27133,37383,77,710
39,134384,10.039718613735035,0.008386481840437332,7,2,0,4,23201,0,7,1836,3,0,31828,45592,64,810
68,81142,11.37371732115665,0.5484249815224475,12,2,1,0,4605,1,9,9600,2,2,37068,11976,12,536
42,84373,28.02439245138337,0.2642409618750001,9,4,0,2,22094,1,1,3751,2,1,5293,42574,55,486
39,105603,6.39039252097728,0.4691017897435763,35,2,1,0,2598,2,8,9507,1,1,38888,15994,113,332
39,26704,3.112482737260549,0.07265868715610746,18,3,1,4,3306,0,5,5356,2,0,5659,31938,109,550
66,60136,10.302303414000539,0.5015890466733597,30,3,1,1,21717,1,4,4174,3,1,5664,9937,100,714
69,87507,22.37766358476821,0.1248556531781404,35,4,1,1,18200,1,8,9010,2,1,40176,16991,97,454
59,67361,18.782318731683954,0.8385877581990512,28,2,1,0,45046,1,2,7816,0,0,39834,45409,76,800
23,78847,12.473863181087076,0.7594868026364567,22,4,1,3,13965,1,4,5327,0,0,19677,29161,87,542
32,126359,28.942575984954914,0.07407357821724214,31,2,1,2,40274,1,4,7011,2,0,28843,40195,74,374
60,31441,22.0498931488372,0.8363503547279342,10,3,1,0,21077,0,7,6137,1,0,13701,20190,27,539
54,117012,1.8558427314988135,0.3249584924246226,1,2,1,3,49660,0,8,4723,2,0,39030,29974,30,845
50,138906,22.33894331562145,0.3528597428773309,31,2,1,4,8614,1,8,3790,0,1,46075,43976,45,516
25,34677,0.7211566771757505,0.17980357424156157,4,3,0,3,28445,2,4,8254,2,1,29853,10045,88,595
61,47818,19.509699693522165,0.835304121492478,30,3,0,4,34525,2,1,5913,2,2,21204,15952,50,565
61,21868,6.314485088779762,0.4047057638484248,12,3,0,0,49606,0,9,9359,2,2,32882,5815,71,569
22,103591,20.89326627112673,0.0488358706803137,21,2,0,1,5565,1,5,3508,3,0,28066,7800,26,686
56,143962,9.293386999433885,0.966249627826163,34,4,0,2,35068,0,3,1418,0,1,8651,10906,63,457
21,87264,26.190189238666946,0.2558872139608622,18,3,0,0,158,1,8,2719,2,0,12451,8674,62,651
23,93168,10.107415097743814,0.936177277906472,28,2,0,1,27782,1,7,3146,3,2,18834,43455,57,781
62,32043,18.59087566212891,0.3012383626467605,22,4,1,4,17141,2,5,8254,1,1,42351,13154,103,607
49,91939,8.57782678961965,0.8314265946981141,18,1,1,2,33052,1,1,1526,3,0,49062,29154,80,546
69,35732,27.516646354265347,0.6642194924591908,15,1,1,3,25650,1,2,7279,2,0,17034,43101,47,381
47,75244,23.42987943084517,0.8612834319895647,30,2,1,0,14296,1,1,3240,2,0,26334,46549,106,449
64,38526,7.299086290338094,0.9761179867028973,15,2,1,3,8908,1,5,4494,2,2,45212,16481,65,314
52,29340,28.46390137675979,0.8714836834566128,25,3,0,2,19695,0,3,2376,2,1,49437,20349,25,762
